,검색이름,유저,맥주이름,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
41799,Budweiser ,7152,Budweiser,1.2,3,2,3,2,2
41800,Budweiser ,7848,Budweiser,0.5,1,1,1,1,1
41801,Budweiser ,7201,Budweiser,0.7,1,2,1,1,2
41802,Budweiser ,7033,Budweiser,0.9,1,1,2,1,4
41803,Budweiser ,7691,Budweiser,1.5,2,2,4,2,5
41804,Budweiser ,7815,Budweiser,2.3,4,3,5,2,9
41805,Budweiser ,7789,Budweiser,2.7,3,3,2,3,16
41806,Budweiser ,7797,Budweiser,1.4,3,1,4,2,4
41807,Budweiser ,7777,Budweiser,0.5,1,1,1,1,1
41808,Budweiser ,7769,Budweiser,1.2,2,2,3,2,3
41809,Budweiser ,7700,Budweiser,0.6,1,1,1,1,2
41810,Budweiser ,7705,Budweiser,3.4,3,5,8,3,15
41811,Budweiser ,7094,Budweiser,0.7,1,1,2,2,1
41812,Budweiser ,7749,Budweiser,2.1,4,3,6,3,5
41813,Budweiser ,7374,Budweiser,1.9,3,2,4,2,8
41814,Budweiser ,7644,Budweiser,3.0,6,3,6,3,12
41815,Budweiser ,7477,Budweiser,1.1,2,2,2,2,3
41816,Budweiser ,6517,Budweiser,1.7,2,2,4,2,7
41817,Budweiser ,6938,Budweiser,1.8,1,2,4,2,9
41818,Budweiser ,6499,Budweiser,0.9,2,2,2,1,2
41819,Budweiser ,7516,Budweiser,1.6,2,4,3,1,6
41820,Budweiser ,1786,Budweiser,2.0,4,2,4,2,8
41821,Budweiser ,5981,Budweiser,1.8,2,4,2,1,9
41822,Budweiser ,6905,Budweiser,0.8,1,2,2,1,2
41823,Budweiser ,7502,Budweiser,1.7,3,3,3,3,5
41824,Budweiser ,7479,Budweiser,1.6,3,2,3,2,6
41825,Budweiser ,4479,Budweiser,3.1,5,3,7,3,13
41826,Budweiser ,7472,Budweiser,2.2,4,2,4,3,9
41827,Budweiser ,7412,Budweiser,2.3,5,2,4,3,9
41828,Budweiser ,7393,Budweiser,2.7,6,2,5,3,11
41829,Budweiser ,7443,Budweiser,0.5,1,1,1,1,1
41830,Budweiser ,7440,Budweiser,0.5,1,1,1,1,1
41831,Budweiser ,7439,Budweiser,0.6,1,2,1,1,1
41832,Budweiser ,7433,Budweiser,1.0,2,3,1,1,3
41833,Budweiser ,5002,Budweiser,1.7,4,3,3,3,4
41834,Budweiser ,7400,Budweiser,2.5,5,2,6,2,10
41835,Budweiser ,7347,Budweiser,1.5,3,2,3,2,5
41836,Budweiser ,7414,Budweiser,0.6,1,1,2,1,1
41837,Budweiser ,7208,Budweiser,0.5,1,1,1,1,1
41838,Budweiser ,5896,Budweiser,1.7,4,2,3,2,6
41839,Budweiser ,7383,Budweiser,1.9,2,2,4,2,9
41840,Budweiser ,7357,Budweiser,1.0,1,2,1,2,4
41841,Budweiser ,7359,Budweiser,2.4,4,3,5,2,10
41842,Budweiser ,7180,Budweiser,1.6,3,1,4,2,6
41843,Budweiser ,549,Budweiser,1.1,3,1,3,1,3
41844,Budweiser ,6736,Budweiser,0.6,1,2,1,1,1
41845,Budweiser ,7335,Budweiser,1.2,3,3,1,1,4
41846,Budweiser ,6872,Budweiser,1.4,2,3,3,1,5
41847,Budweiser ,7264,Budweiser,0.7,2,1,1,1,2
41848,Budweiser ,7257,Budweiser,2.2,1,2,5,3,11
41849,Budweiser ,7185,Budweiser,3.5,6,3,7,4,15
41850,Budweiser ,6738,Budweiser,1.0,2,1,1,2,4
41851,Budweiser ,7102,Budweiser,2.5,4,2,6,3,10
41852,Budweiser ,7168,Budweiser,1.4,2,2,4,1,5
41853,Budweiser ,5164,Budweiser,1.0,2,2,1,1,4
41854,Budweiser ,7127,Budweiser,1.2,1,3,2,1,5
41855,Budweiser ,6879,Budweiser,1.6,3,2,3,2,6
41856,Budweiser ,7112,Budweiser,2.1,3,3,5,2,8
41857,Budweiser ,5370,Budweiser,1.9,4,1,4,2,8
41858,Budweiser ,7064,Budweiser,5.0,10,5,10,5,20
41859,Budweiser ,7054,Budweiser,0.9,2,2,2,1,2
41860,Budweiser ,5594,Budweiser,0.5,1,1,1,1,1
41861,Budweiser ,5348,Budweiser,1.9,3,3,4,2,7
41862,Budweiser ,3722,Budweiser,1.6,5,2,3,2,4
41863,Budweiser ,5253,Budweiser,1.4,2,2,3,2,5
41864,Budweiser ,5826,Budweiser,1.3,3,1,2,3,4
41865,Budweiser ,3847,Budweiser,1.7,4,2,4,2,5
41866,Budweiser ,6047,Budweiser,1.6,3,3,4,2,4
41867,Budweiser ,6998,Budweiser,0.5,1,1,1,1,1
41868,Budweiser ,6978,Budweiser,1.7,3,2,4,1,7
41869,Budweiser ,5328,Budweiser,1.0,2,2,3,1,2
41870,Budweiser ,3576,Budweiser,0.7,1,1,1,1,3
41871,Budweiser ,6958,Budweiser,2.3,4,3,4,2,10
41872,Budweiser ,6940,Budweiser,1.1,1,2,3,2,3
41873,Budweiser ,5960,Budweiser,1.8,3,4,3,3,5
41874,Budweiser ,2594,Budweiser,1.3,3,2,3,2,3
41875,Budweiser ,3106,Budweiser,1.8,3,2,4,2,7
41876,Budweiser ,6815,Budweiser,2.0,3,2,4,3,8
41877,Budweiser ,6894,Budweiser,1.6,3,2,3,2,6
41878,Budweiser ,2701,Budweiser,1.4,3,1,3,2,5
41879,Budweiser ,6359,Budweiser,0.5,1,1,1,1,1
41880,Budweiser ,6912,Budweiser,1.5,3,2,3,1,6
41881,Budweiser ,6890,Budweiser,1.1,2,2,2,2,3
41882,Budweiser ,6873,Budweiser,0.7,1,1,2,1,2
41883,Budweiser ,6607,Budweiser,0.5,1,1,1,1,1
41884,Budweiser ,6859,Budweiser,3.0,3,2,7,2,16
41885,Budweiser ,6868,Budweiser,0.5,1,1,1,1,1
41886,Budweiser ,5312,Budweiser,1.2,2,3,2,2,3
41887,Budweiser ,6818,Budweiser,1.4,2,2,3,2,5
41888,Budweiser ,6833,Budweiser,1.2,2,2,3,2,3
41889,Budweiser ,6831,Budweiser,0.8,1,3,1,1,2
41890,Budweiser ,6400,Budweiser,1.2,1,2,3,2,4
41891,Budweiser ,5585,Budweiser,0.9,2,1,2,1,3
41892,Budweiser ,6004,Budweiser,0.6,1,1,1,1,2
41893,Budweiser ,6812,Budweiser,4.9,10,4,10,5,20
41894,Budweiser ,5925,Budweiser,1.2,2,2,2,2,4
41895,Budweiser ,6682,Budweiser,1.4,2,2,3,1,6
41896,Budweiser ,6786,Budweiser,0.6,1,1,1,1,2
41897,Budweiser ,6664,Budweiser,1.1,2,2,2,2,3
41898,Budweiser ,5099,Budweiser,0.7,1,1,1,2,2
41899,Budweiser ,2742,Budweiser,1.1,2,2,2,1,4
41900,Budweiser ,6734,Budweiser,0.5,1,1,1,1,1
41901,Budweiser ,5191,Budweiser,1.6,4,3,3,1,5
41902,Budweiser ,6351,Budweiser,0.9,1,1,1,1,5
41903,Budweiser ,6602,Budweiser,0.5,1,1,1,1,1
41904,Budweiser ,6715,Budweiser,1.8,3,2,4,3,6
41905,Budweiser ,3752,Budweiser,0.5,1,1,1,1,1
41906,Budweiser ,6688,Budweiser,1.5,2,2,2,3,6
41907,Budweiser ,6411,Budweiser,0.5,1,1,1,1,1
41908,Budweiser ,6614,Budweiser,0.5,1,1,1,1,1
41909,Budweiser ,6659,Budweiser,0.5,1,1,1,1,1
41910,Budweiser ,4916,Budweiser,0.5,1,1,1,1,1
41911,Budweiser ,6567,Budweiser,1.6,2,3,4,1,6
41912,Budweiser ,6656,Budweiser,3.7,4,2,10,1,20
41913,Budweiser ,6651,Budweiser,1.2,3,1,2,1,5
41914,Budweiser ,6593,Budweiser,2.8,6,4,7,4,7
41915,Budweiser ,6623,Budweiser,1.4,2,2,3,2,5
41916,Budweiser ,6640,Budweiser,1.5,2,3,3,2,5
41917,Budweiser ,6592,Budweiser,0.9,1,1,2,1,4
41918,Budweiser ,6521,Budweiser,1.0,1,1,3,1,4
41919,Budweiser ,4755,Budweiser,0.8,1,2,2,2,1
41920,Budweiser ,6201,Budweiser,1.2,1,2,3,2,4
41921,Budweiser ,6059,Budweiser,1.0,1,2,2,2,3
41922,Budweiser ,6576,Budweiser,0.8,2,1,1,1,3
41923,Budweiser ,3857,Budweiser,3.5,7,3,7,3,15
41924,Budweiser ,6587,Budweiser,3.1,6,3,5,3,14
41925,Budweiser ,6564,Budweiser,0.5,1,1,1,1,1
41926,Budweiser ,6571,Budweiser,2.9,5,4,5,3,12
41927,Budweiser ,6555,Budweiser,1.3,1,2,3,2,5
41928,Budweiser ,5726,Budweiser,0.5,1,1,1,1,1
41929,Budweiser ,6538,Budweiser,2.0,3,2,4,3,8
41930,Budweiser ,6500,Budweiser,3.8,7,4,8,3,16
41931,Budweiser ,3268,Budweiser,0.5,1,1,1,1,1
41932,Budweiser ,6497,Budweiser,2.5,3,2,5,3,12
41933,Budweiser ,4427,Budweiser,1.3,2,2,3,2,4
41934,Budweiser ,6210,Budweiser,2.3,5,2,4,2,10
41935,Budweiser ,6464,Budweiser,1.7,3,2,4,2,6
41936,Budweiser ,6192,Budweiser,2.4,6,1,5,2,10
41937,Budweiser ,6395,Budweiser,1.4,2,2,3,2,5
41938,Budweiser ,6438,Budweiser,1.6,2,2,3,2,7
41939,Budweiser ,6260,Budweiser,1.5,2,2,3,2,6
41940,Budweiser ,6436,Budweiser,0.5,1,1,1,1,1
41941,Budweiser ,4136,Budweiser,1.2,2,1,4,2,3
41942,Budweiser ,6417,Budweiser,0.5,1,1,1,1,1
41943,Budweiser ,6361,Budweiser,0.6,1,1,1,1,2
41944,Budweiser ,6406,Budweiser,1.0,1,2,3,1,3
41945,Budweiser ,3019,Budweiser,1.7,4,2,3,1,7
41946,Budweiser ,632,Budweiser,2.4,4,3,5,3,9
41947,Budweiser ,5019,Budweiser,0.5,1,1,1,1,1
41948,Budweiser ,5933,Budweiser,2.0,3,3,4,2,8
41949,Budweiser ,6337,Budweiser,1.8,3,1,4,3,7
41950,Budweiser ,6297,Budweiser,1.1,2,3,2,1,3
41951,Budweiser ,6334,Budweiser,1.4,3,2,3,2,4
41952,Budweiser ,6319,Budweiser,0.9,1,3,1,1,3
41953,Budweiser ,6323,Budweiser,0.8,2,1,2,1,2
41954,Budweiser ,5359,Budweiser,0.7,2,1,2,1,1
41955,Budweiser ,5941,Budweiser,2.5,3,3,6,3,10
41956,Budweiser ,6277,Budweiser,0.9,2,2,2,1,2
41957,Budweiser ,5465,Budweiser,1.0,1,2,2,2,3
41958,Budweiser ,6292,Budweiser,1.5,2,3,3,2,5
41959,Budweiser ,6213,Budweiser,1.3,3,2,3,1,4
41960,Budweiser ,6280,Budweiser,4.1,8,4,8,4,17
41961,Budweiser ,5777,Budweiser,3.1,6,3,6,4,12
41962,Budweiser ,5460,Budweiser,2.0,4,3,5,2,6
41963,Budweiser ,5611,Budweiser,1.8,1,3,4,2,8
41964,Budweiser ,5283,Budweiser,1.6,2,2,4,2,6
41965,Budweiser ,4082,Budweiser,2.0,4,2,4,2,8
41966,Budweiser ,6241,Budweiser,2.4,4,2,5,3,10
41967,Budweiser ,6246,Budweiser,3.0,6,3,6,3,12
41968,Budweiser ,5956,Budweiser,1.9,4,1,4,2,8
41969,Budweiser ,6236,Budweiser,3.4,4,2,8,3,17
41970,Budweiser ,3675,Budweiser,1.0,2,2,2,2,2
41971,Budweiser ,6073,Budweiser,0.8,1,1,2,2,2
41972,Budweiser ,4138,Budweiser,1.2,2,2,3,2,3
41973,Budweiser ,6195,Budweiser,0.5,1,1,1,1,1
41974,Budweiser ,2368,Budweiser,0.5,1,1,1,1,1
41975,Budweiser ,6202,Budweiser,1.0,2,2,2,2,2
41976,Budweiser ,5881,Budweiser,2.1,7,4,5,2,3
41977,Budweiser ,4111,Budweiser,2.5,6,3,4,4,8
41978,Budweiser ,6183,Budweiser,0.5,1,1,1,1,1
41979,Budweiser ,278,Budweiser,0.5,1,1,1,1,1
41980,Budweiser ,6172,Budweiser,0.7,1,1,1,1,3
41981,Budweiser ,6162,Budweiser,1.0,1,1,2,1,5
41982,Budweiser ,6174,Budweiser,1.6,2,1,3,2,8
41983,Budweiser ,6164,Budweiser,1.7,3,2,3,2,7
41984,Budweiser ,6116,Budweiser,1.1,1,2,2,1,5
41985,Budweiser ,6156,Budweiser,0.5,1,1,1,1,1
41986,Budweiser ,5913,Budweiser,1.0,2,2,2,2,2
41987,Budweiser ,4640,Budweiser,1.3,2,2,2,1,6
41988,Budweiser ,4838,Budweiser,0.8,1,1,2,2,2
41989,Budweiser ,6123,Budweiser,0.6,1,2,1,1,1
41990,Budweiser ,2994,Budweiser,0.6,1,2,1,1,1
41991,Budweiser ,154,Budweiser,1.7,2,2,4,3,6
41992,Budweiser ,1387,Budweiser,1.2,3,2,2,2,3
41993,Budweiser ,6110,Budweiser,1.0,2,2,2,2,2
41994,Budweiser ,3950,Budweiser,0.7,1,1,1,1,3
41995,Budweiser ,3267,Budweiser,1.4,3,2,4,1,4
41996,Budweiser ,6062,Budweiser,0.9,1,1,3,1,3
41997,Budweiser ,3536,Budweiser,1.3,2,1,4,2,4
41998,Budweiser ,5890,Budweiser,0.6,1,1,2,1,1
41999,Budweiser ,6048,Budweiser,0.6,1,1,2,1,1
42000,Budweiser ,6025,Budweiser,0.5,1,1,1,1,1
42001,Budweiser ,3861,Budweiser,1.4,2,2,2,1,7
42002,Budweiser ,5609,Budweiser,0.8,2,1,2,1,2
42003,Budweiser ,6001,Budweiser,0.5,1,1,1,1,1
42004,Budweiser ,5963,Budweiser,2.5,5,3,5,3,9
42005,Budweiser ,5972,Budweiser,0.5,1,1,1,1,1
42006,Budweiser ,1522,Budweiser,0.5,1,1,1,1,1
42007,Budweiser ,3964,Budweiser,0.8,2,1,2,1,2
42008,Budweiser ,5599,Budweiser,0.5,1,1,1,1,1
42009,Budweiser ,5947,Budweiser,1.1,1,2,3,1,4
42010,Budweiser ,5939,Budweiser,0.5,1,1,1,1,1
42011,Budweiser ,5934,Budweiser,1.6,2,2,3,2,7
42012,Budweiser ,5823,Budweiser,1.5,3,2,3,1,6
42013,Budweiser ,4098,Budweiser,0.6,2,1,1,1,1
42014,Budweiser ,5884,Budweiser,1.5,2,2,3,2,6
42015,Budweiser ,5892,Budweiser,1.1,3,2,2,1,3
42016,Budweiser ,5868,Budweiser,1.0,2,2,1,2,3
42017,Budweiser ,5856,Budweiser,4.4,10,5,10,4,15
42018,Budweiser ,5862,Budweiser,1.2,2,1,3,2,4
42019,Budweiser ,5860,Budweiser,1.2,2,2,3,2,3
42020,Budweiser ,5854,Budweiser,0.5,1,1,1,1,1
42021,Budweiser ,2788,Budweiser,0.5,1,1,1,1,1
42022,Budweiser ,4660,Budweiser,0.6,1,1,1,1,2
42023,Budweiser ,1312,Budweiser,2.2,3,3,4,2,10
42024,Budweiser ,5432,Budweiser,0.5,1,1,1,1,1
42025,Budweiser ,4022,Budweiser,3.4,6,4,7,2,15
42026,Budweiser ,2043,Budweiser,0.5,1,1,1,1,1
42027,Budweiser ,2850,Budweiser,4.0,8,4,8,4,16
42028,Budweiser ,5803,Budweiser,0.5,1,1,1,1,1
42029,Budweiser ,5597,Budweiser,1.1,3,2,2,1,3
42030,Budweiser ,3947,Budweiser,0.6,1,2,1,1,1
42031,Budweiser ,2208,Budweiser,0.9,1,5,1,1,1
42032,Budweiser ,5732,Budweiser,0.6,1,1,1,1,2
42033,Budweiser ,5288,Budweiser,2.5,5,3,5,2,10
42034,Budweiser ,5705,Budweiser,3.6,7,4,7,5,13
42035,Budweiser ,4806,Budweiser,0.8,1,1,2,1,3
42036,Budweiser ,5722,Budweiser,2.2,5,3,5,3,6
42037,Budweiser ,4945,Budweiser,0.9,2,2,1,1,3
42038,Budweiser ,954,Budweiser,1.2,2,3,2,2,3
42039,Budweiser ,5412,Budweiser,0.7,1,2,1,1,2
42040,Budweiser ,5708,Budweiser,0.6,1,1,2,1,1
42041,Budweiser ,5676,Budweiser,0.5,1,1,1,1,1
42042,Budweiser ,5560,Budweiser,0.5,1,1,1,1,1
42043,Budweiser ,5677,Budweiser,2.0,3,3,3,2,9
42044,Budweiser ,5629,Budweiser,1.5,1,3,3,2,6
42045,Budweiser ,5664,Budweiser,2.6,4,2,5,2,13
42046,Budweiser ,5657,Budweiser,0.6,1,2,1,1,1
42047,Budweiser ,5374,Budweiser,1.9,3,2,2,2,10
42048,Budweiser ,1223,Budweiser,2.0,1,2,5,3,9
42049,Budweiser ,5625,Budweiser,1.1,2,2,2,1,4
42050,Budweiser ,3999,Budweiser,1.0,1,1,1,2,5
42051,Budweiser ,5616,Budweiser,3.8,7,4,9,2,16
42052,Budweiser ,5510,Budweiser,1.7,3,3,3,2,6
42053,Budweiser ,619,Budweiser,0.8,1,1,2,1,3
42054,Budweiser ,606,Budweiser,1.6,3,1,4,2,6
42055,Budweiser ,5615,Budweiser,1.4,3,1,3,1,6
42056,Budweiser ,5577,Budweiser,0.5,1,1,1,1,1
42057,Budweiser ,5566,Budweiser,1.2,1,2,1,3,5
42058,Budweiser ,5571,Budweiser,0.6,1,1,1,1,2
42059,Budweiser ,5564,Budweiser,0.5,1,1,1,1,1
42060,Budweiser ,3822,Budweiser,0.5,1,1,1,1,1
42061,Budweiser ,5550,Budweiser,3.8,7,5,7,4,15
42062,Budweiser ,5038,Budweiser,1.0,1,1,3,1,4
42063,Budweiser ,3677,Budweiser,1.3,2,2,2,2,5
42064,Budweiser ,5422,Budweiser,1.6,3,2,4,1,6
42065,Budweiser ,5536,Budweiser,2.1,2,4,5,2,8
42066,Budweiser ,5515,Budweiser,1.9,4,3,4,3,5
42067,Budweiser ,5535,Budweiser,0.5,1,1,1,1,1
42068,Budweiser ,5533,Budweiser,2.3,3,4,7,4,5
42069,Budweiser ,5531,Budweiser,3.8,5,3,8,5,17
42070,Budweiser ,5521,Budweiser,0.5,1,1,1,1,1
42071,Budweiser ,4724,Budweiser,1.3,1,1,2,2,7
42072,Budweiser ,995,Budweiser,2.6,5,2,5,3,11
42073,Budweiser ,5494,Budweiser,0.5,1,1,1,1,1
42074,Budweiser ,3888,Budweiser,0.8,1,3,1,2,1
42075,Budweiser ,4887,Budweiser,1.5,2,2,4,1,6
42076,Budweiser ,5481,Budweiser,1.3,2,1,4,2,4
42077,Budweiser ,1432,Budweiser,1.7,3,2,3,1,8
42078,Budweiser ,4730,Budweiser,0.9,1,3,1,1,3
42079,Budweiser ,1418,Budweiser,0.5,1,1,1,1,1
42080,Budweiser ,5443,Budweiser,5.0,10,5,10,5,20
42081,Budweiser ,3002,Budweiser,1.6,1,1,6,1,7
42082,Budweiser ,3701,Budweiser,0.9,2,2,2,1,2
42083,Budweiser ,5416,Budweiser,0.5,1,1,1,1,1
42084,Budweiser ,5366,Budweiser,1.3,4,3,1,1,4
42085,Budweiser ,5409,Budweiser,4.6,9,5,9,5,18
42086,Budweiser ,4962,Budweiser,0.5,1,1,1,1,1
42087,Budweiser ,5398,Budweiser,1.3,2,2,2,1,6
42088,Budweiser ,5220,Budweiser,1.1,2,2,3,1,3
42089,Budweiser ,3709,Budweiser,1.5,2,2,2,3,6
42090,Budweiser ,5297,Budweiser,0.5,1,1,1,1,1
42091,Budweiser ,4424,Budweiser,1.9,3,3,4,3,6
42092,Budweiser ,3477,Budweiser,1.0,2,2,2,1,3
42093,Budweiser ,5364,Budweiser,0.5,1,1,1,1,1
42094,Budweiser ,2876,Budweiser,2.0,3,3,5,3,6
42095,Budweiser ,3787,Budweiser,0.8,2,2,1,1,2
42096,Budweiser ,3313,Budweiser,0.5,1,1,1,1,1
42097,Budweiser ,5082,Budweiser,1.9,3,1,4,2,9
42098,Budweiser ,5286,Budweiser,0.5,1,1,1,1,1
42099,Budweiser ,3694,Budweiser,0.5,1,1,1,1,1
42100,Budweiser ,3468,Budweiser,2.1,3,2,4,2,10
42101,Budweiser ,5277,Budweiser,0.5,1,1,1,1,1
42102,Budweiser ,4850,Budweiser,0.9,4,2,1,1,1
42103,Budweiser ,499,Budweiser,1.4,2,3,2,2,5
42104,Budweiser ,4879,Budweiser,1.2,2,2,2,2,4
42105,Budweiser ,5252,Budweiser,2.7,5,3,6,2,11
42106,Budweiser ,4700,Budweiser,1.2,2,2,2,2,4
42107,Budweiser ,5248,Budweiser,0.8,1,1,2,1,3
42108,Budweiser ,5212,Budweiser,0.7,1,1,2,1,2
42109,Budweiser ,4097,Budweiser,2.3,5,1,5,2,10
42110,Budweiser ,4809,Budweiser,0.5,1,1,1,1,1
42111,Budweiser ,5182,Budweiser,2.0,3,2,4,2,9
42112,Budweiser ,708,Budweiser,1.1,2,3,2,2,2
42113,Budweiser ,3956,Budweiser,1.4,2,3,2,1,6
42114,Budweiser ,5089,Budweiser,0.8,1,1,3,1,2
42115,Budweiser ,5162,Budweiser,3.1,6,4,6,3,12
42116,Budweiser ,5134,Budweiser,1.0,3,2,1,1,3
42117,Budweiser ,5118,Budweiser,1.1,4,1,2,1,3
42118,Budweiser ,5124,Budweiser,0.9,1,2,2,1,3
42119,Budweiser ,5122,Budweiser,1.1,2,3,2,2,2
42120,Budweiser ,1779,Budweiser,0.9,1,1,1,1,5
42121,Budweiser ,4970,Budweiser,1.1,3,2,2,2,2
42122,Budweiser ,4919,Budweiser,1.0,2,1,2,1,4
42123,Budweiser ,4759,Budweiser,1.4,3,1,3,2,5
42124,Budweiser ,4346,Budweiser,1.3,3,1,3,2,4
42125,Budweiser ,4757,Budweiser,0.5,1,1,1,1,1
42126,Budweiser ,5067,Budweiser,1.0,1,1,2,1,5
42127,Budweiser ,3454,Budweiser,0.6,1,2,1,1,1
42128,Budweiser ,4494,Budweiser,0.9,1,2,2,2,2
42129,Budweiser ,2006,Budweiser,0.5,1,1,1,1,1
42130,Budweiser ,5032,Budweiser,0.5,1,1,1,1,1
42131,Budweiser ,3990,Budweiser,1.5,2,2,2,1,8
42132,Budweiser ,5000,Budweiser,1.4,2,1,3,2,6
42133,Budweiser ,5008,Budweiser,0.5,1,1,1,1,1
42134,Budweiser ,2723,Budweiser,0.5,1,1,1,1,1
42135,Budweiser ,2966,Budweiser,2.1,5,2,5,2,7
42136,Budweiser ,4979,Budweiser,1.6,3,3,3,2,5
42137,Budweiser ,4965,Budweiser,1.0,2,2,2,2,2
42138,Budweiser ,4942,Budweiser,1.8,3,3,4,2,6
42139,Budweiser ,4010,Budweiser,0.5,1,1,1,1,1
42140,Budweiser ,4728,Budweiser,0.5,1,1,1,1,1
42141,Budweiser ,4435,Budweiser,2.5,4,3,5,3,10
42142,Budweiser ,4137,Budweiser,1.9,3,2,3,3,8
42143,Budweiser ,4896,Budweiser,1.5,2,3,3,1,6
42144,Budweiser ,4886,Budweiser,1.7,7,4,1,1,4
42145,Budweiser ,4883,Budweiser,1.0,1,1,2,2,4
42146,Budweiser ,4880,Budweiser,1.0,1,4,2,1,2
42147,Budweiser ,528,Budweiser,1.4,3,2,3,2,4
42148,Budweiser ,4861,Budweiser,1.5,2,2,3,2,6
42149,Budweiser ,1657,Budweiser,1.2,3,2,2,1,4
42150,Budweiser ,4722,Budweiser,3.5,7,4,7,4,13
42151,Budweiser ,4839,Budweiser,1.6,2,3,2,2,7
42152,Budweiser ,4830,Budweiser,1.3,2,3,2,2,4
42153,Budweiser ,1649,Budweiser,1.2,2,2,2,2,4
42154,Budweiser ,3375,Budweiser,0.7,2,1,2,1,1
42155,Budweiser ,4821,Budweiser,0.7,1,1,1,2,2
42156,Budweiser ,4820,Budweiser,2.2,5,4,4,3,6
42157,Budweiser ,4455,Budweiser,1.7,1,1,3,2,10
42158,Budweiser ,1573,Budweiser,0.5,1,1,1,1,1
42159,Budweiser ,1524,Budweiser,1.0,1,3,2,2,2
42160,Budweiser ,4798,Budweiser,1.5,2,4,4,2,3
42161,Budweiser ,1976,Budweiser,2.4,5,2,5,2,10
42162,Budweiser ,3352,Budweiser,1.2,3,2,3,1,3
42163,Budweiser ,3551,Budweiser,2.1,4,3,5,2,7
42164,Budweiser ,4745,Budweiser,0.6,1,1,1,1,2
42165,Budweiser ,3499,Budweiser,0.5,1,1,1,1,1
42166,Budweiser ,4725,Budweiser,0.5,1,1,1,1,1
42167,Budweiser ,4420,Budweiser,3.2,5,4,8,3,12
42168,Budweiser ,4605,Budweiser,1.8,2,2,2,2,10
42169,Budweiser ,3243,Budweiser,1.8,4,1,4,2,7
42170,Budweiser ,4486,Budweiser,1.9,3,2,5,2,7
42171,Budweiser ,4603,Budweiser,0.9,1,1,3,1,3
42172,Budweiser ,4461,Budweiser,0.7,1,2,1,1,2
42173,Budweiser ,2463,Budweiser,1.9,4,2,4,2,7
42174,Budweiser ,4470,Budweiser,2.0,4,2,4,2,8
42175,Budweiser ,1270,Budweiser,0.9,1,1,2,2,3
42176,Budweiser ,2896,Budweiser,0.5,1,1,1,1,1
42177,Budweiser ,4482,Budweiser,3.5,6,3,8,3,15
42178,Budweiser ,3105,Budweiser,1.2,3,2,2,1,4
42179,Budweiser ,4665,Budweiser,2.0,5,3,4,3,5
42180,Budweiser ,3788,Budweiser,2.7,5,3,5,3,11
42181,Budweiser ,2950,Budweiser,0.8,1,2,2,1,2
42182,Budweiser ,4440,Budweiser,2.8,4,4,5,4,11
42183,Budweiser ,3562,Budweiser,0.5,1,1,1,1,1
42184,Budweiser ,4478,Budweiser,1.5,2,2,3,3,5
42185,Budweiser ,4442,Budweiser,1.5,3,2,3,2,5
42186,Budweiser ,4521,Budweiser,1.8,4,2,4,2,6
42187,Budweiser ,3598,Budweiser,1.6,3,2,3,2,6
42188,Budweiser ,4541,Budweiser,0.5,1,1,1,1,1
42189,Budweiser ,4425,Budweiser,1.2,3,1,2,1,5
42190,Budweiser ,2076,Budweiser,0.8,1,1,2,1,3
42191,Budweiser ,2313,Budweiser,1.2,1,2,2,2,5
42192,Budweiser ,3926,Budweiser,2.5,5,3,5,3,9
42193,Budweiser ,3449,Budweiser,2.2,4,2,4,2,10
42194,Budweiser ,4277,Budweiser,1.0,2,1,2,2,3
42195,Budweiser ,4357,Budweiser,2.2,4,2,5,3,8
42196,Budweiser ,3806,Budweiser,1.0,1,2,1,3,3
42197,Budweiser ,4324,Budweiser,0.5,1,1,1,1,1
42198,Budweiser ,4288,Budweiser,2.9,3,3,7,3,13
42199,Budweiser ,2207,Budweiser,1.9,3,2,4,2,8
42200,Budweiser ,3068,Budweiser,2.6,5,3,5,3,10
42201,Budweiser ,3859,Budweiser,2.4,4,2,5,3,10
42202,Budweiser ,2692,Budweiser,0.5,1,1,1,1,1
42203,Budweiser ,4120,Budweiser,0.5,1,1,1,1,1
42204,Budweiser ,3962,Budweiser,1.4,4,3,3,1,3
42205,Budweiser ,3819,Budweiser,0.9,1,1,2,1,4
42206,Budweiser ,4101,Budweiser,0.5,1,1,1,1,1
42207,Budweiser ,2691,Budweiser,0.9,2,2,1,1,3
42208,Budweiser ,4095,Budweiser,0.8,2,1,2,1,2
42209,Budweiser ,4089,Budweiser,0.9,1,2,3,1,2
42210,Budweiser ,4086,Budweiser,2.0,3,2,4,2,9
42211,Budweiser ,4081,Budweiser,1.1,2,2,2,2,3
42212,Budweiser ,4078,Budweiser,0.5,1,1,1,1,1
42213,Budweiser ,4076,Budweiser,1.1,2,3,3,1,2
42214,Budweiser ,1530,Budweiser,0.7,2,1,1,1,2
42215,Budweiser ,3974,Budweiser,3.1,6,2,7,2,14
42216,Budweiser ,3005,Budweiser,1.6,2,4,3,3,4
42217,Budweiser ,4020,Budweiser,1.7,2,2,4,2,7
42218,Budweiser ,4011,Budweiser,1.4,2,2,3,2,5
42219,Budweiser ,4008,Budweiser,2.1,4,3,4,2,8
42220,Budweiser ,4000,Budweiser,0.6,1,2,1,1,1
42221,Budweiser ,3998,Budweiser,0.5,1,1,1,1,1
